Código Municipio	Municipio 	Código Departamento	Departamento	2016	2017	2018p
05001	Medellín	05	Antioquia	 48,899 	 51,366 	 55,029 
05002	Abejorral	05	Antioquia	 195 	 228 	 220 
05004	Abriaquí	05	Antioquia	 18 	 19 	 24 
05021	Alejandría	05	Antioquia	 41 	 45 	 45 
05030	Amagá	05	Antioquia	 355 	 464 	 486 
05031	Amalfi	05	Antioquia	 648 	 649 	 721 
05034	Andes	05	Antioquia	 666 	 689 	 689 
05036	Angelópolis	05	Antioquia	 79 	 94 	 97 
05038	Angostura	05	Antioquia	 121 	 129 	 127 
05040	Anorí	05	Antioquia	 195 	 134 	 146 
05042	Santa Fé de Antioquia	05	Antioquia	 258 	 292 	 297 
05044	Anzá	05	Antioquia	 71 	 94 	 111 
05045	Apartadó	05	Antioquia	 2,219 	 2,498 	 2,593 
05051	Arboletes	05	Antioquia	 302 	 328 	 347 
05055	Argelia	05	Antioquia	 61 	 74 	 74 
05059	Armenia	05	Antioquia	 50 	 46 	 44 
05079	Barbosa	05	Antioquia	 828 	 827 	 904 
05086	Belmira	05	Antioquia	 68 	 72 	 73 
05088	Bello	05	Antioquia	 4,688 	 5,019 	 5,412 
05091	Betania	05	Antioquia	 142 	 154 	 139 
05093	Betulia	05	Antioquia	 200 	 228 	 231 
05101	Ciudad Bolívar	05	Antioquia	 307 	 336 	 328 
05107	Briceño	05	Antioquia	 61 	 74 	 80 
05113	Buriticá	05	Antioquia	 88 	 74 	 72 
05120	Cáceres	05	Antioquia	 462 	 426 	 467 
05125	Caicedo	05	Antioquia	 79 	 105 	 103 
05129	Caldas	05	Antioquia	 960 	 999 	 1,064 
05134	Campamento	05	Antioquia	 58 	 62 	 66 
05138	Cañasgordas	05	Antioquia	 147 	 152 	 150 
05142	Caracolí	05	Antioquia	 51 	 45 	 48 
05145	Caramanta	05	Antioquia	 61 	 63 	 67 
05147	Carepa	05	Antioquia	 1,182 	 1,056 	 1,129 
05148	El Carmen de Viboral	05	Antioquia	 518 	 496 	 536 
05150	Carolina	05	Antioquia	 34 	 36 	 41 
05154	Caucasia	05	Antioquia	 965 	 1,097 	 1,326 
05172	Chigorodó	05	Antioquia	 896 	 919 	 996 
05190	Cisneros	05	Antioquia	 89 	 91 	 98 
05197	Cocorná	05	Antioquia	 130 	 135 	 145 
05206	Concepción	05	Antioquia	 47 	 45 	 46 
05209	Concordia	05	Antioquia	 218 	 269 	 264 
05212	Copacabana	05	Antioquia	 1,107 	 1,076 	 1,203 
05234	Dabeiba	05	Antioquia	 222 	 238 	 242 
05237	Donmatías	05	Antioquia	 373 	 405 	 433 
05240	Ebéjico	05	Antioquia	 153 	 200 	 216 
05250	El Bagre	05	Antioquia	 1,060 	 871 	 827 
05264	Entrerríos	05	Antioquia	 308 	 323 	 354 
05266	Envigado	05	Antioquia	 8,650 	 8,749 	 9,047 
05282	Fredonia	05	Antioquia	 265 	 297 	 330 
05284	Frontino	05	Antioquia	 153 	 152 	 161 
05306	Giraldo	05	Antioquia	 36 	 43 	 46 
05308	Girardota	05	Antioquia	 1,890 	 1,917 	 2,065 
05310	Gómez Plata	05	Antioquia	 283 	 299 	 334 
05313	Granada	05	Antioquia	 67 	 70 	 77 
05315	Guadalupe	05	Antioquia	 50 	 55 	 60 
05318	Guarne	05	Antioquia	 1,199 	 1,207 	 1,305 
05321	Guatapé	05	Antioquia	 280 	 293 	 318 
05347	Heliconia	05	Antioquia	 51 	 61 	 56 
05353	Hispania	05	Antioquia	 57 	 59 	 61 
05360	Itagüí	05	Antioquia	 7,097 	 7,185 	 7,754 
05361	Ituango	05	Antioquia	 180 	 191 	 193 
05364	Jardín	05	Antioquia	 168 	 175 	 181 
05368	Jericó	05	Antioquia	 158 	 169 	 187 
05376	La Ceja	05	Antioquia	 579 	 684 	 738 
05380	La Estrella	05	Antioquia	 1,456 	 1,698 	 1,801 
05390	La Pintada	05	Antioquia	 133 	 145 	 179 
05400	La Unión	05	Antioquia	 189 	 211 	 248 
05411	Liborina	05	Antioquia	 82 	 94 	 91 
05425	Maceo	05	Antioquia	 85 	 81 	 88 
05440	Marinilla	05	Antioquia	 845 	 878 	 1,012 
05467	Montebello	05	Antioquia	 112 	 97 	 90 
05475	Murindó	05	Antioquia	 35 	 38 	 38 
05480	Mutatá	05	Antioquia	 173 	 197 	 248 
05483	Nariño	05	Antioquia	 116 	 127 	 127 
05490	Necoclí	05	Antioquia	 507 	 555 	 594 
05495	Nechí	05	Antioquia	 333 	 301 	 267 
05501	Olaya	05	Antioquia	 33 	 35 	 36 
05541	Peñol	05	Antioquia	 321 	 340 	 500 
05543	Peque	05	Antioquia	 76 	 87 	 83 
05576	Pueblorrico	05	Antioquia	 69 	 52 	 59 
05579	Puerto Berrío	05	Antioquia	 539 	 632 	 644 
05585	Puerto Nare	05	Antioquia	 396 	 405 	 465 
05591	Puerto Triunfo	05	Antioquia	 181 	 186 	 204 
05604	Remedios	05	Antioquia	 474 	 537 	 580 
05607	Retiro	05	Antioquia	 338 	 401 	 436 
05615	Rionegro	05	Antioquia	 2,878 	 3,117 	 3,454 
05628	Sabanalarga	05	Antioquia	 68 	 85 	 76 
05631	Sabaneta	05	Antioquia	 2,884 	 2,929 	 3,051 
05642	Salgar	05	Antioquia	 207 	 244 	 225 
05647	San Andrés de Cuerquía	05	Antioquia	 59 	 45 	 47 
05649	San Carlos	05	Antioquia	 667 	 684 	 754 
05652	San Francisco	05	Antioquia	 68 	 67 	 70 
05656	San Jerónimo	05	Antioquia	 148 	 154 	 187 
05658	San José de la Montaña	05	Antioquia	 30 	 33 	 35 
05659	San Juan de Urabá	05	Antioquia	 206 	 211 	 228 
05660	San Luis	05	Antioquia	 96 	 98 	 102 
05664	San Pedro de los milagros	05	Antioquia	 783 	 757 	 772 
05665	San Pedro de Urabá	05	Antioquia	 263 	 268 	 264 
05667	San Rafael	05	Antioquia	 166 	 171 	 189 
05670	San Roque	05	Antioquia	 164 	 171 	 168 
05674	San Vicente Ferrer	05	Antioquia	 198 	 194 	 228 
05679	Santa Bárbara	05	Antioquia	 243 	 255 	 253 
05686	Santa Rosa de Osos	05	Antioquia	 754 	 974 	 1,005 
05690	Santo Domingo	05	Antioquia	 151 	 151 	 163 
05697	El Santuario	05	Antioquia	 349 	 243 	 267 
05736	Segovia	05	Antioquia	 554 	 592 	 786 
05756	Sonsón	05	Antioquia	 725 	 730 	 757 
05761	Sopetrán	05	Antioquia	 138 	 146 	 168 
05789	Támesis	05	Antioquia	 188 	 196 	 215 
05790	Tarazá	05	Antioquia	 385 	 348 	 410 
05792	Tarso	05	Antioquia	 94 	 116 	 121 
05809	Titiribí	05	Antioquia	 121 	 138 	 134 
05819	Toledo	05	Antioquia	 67 	 72 	 80 
05837	Turbo	05	Antioquia	 2,270 	 2,255 	 2,437 
05842	Uramita	05	Antioquia	 63 	 67 	 76 
05847	Urrao	05	Antioquia	 422 	 557 	 591 
05854	Valdivia	05	Antioquia	 153 	 165 	 178 
05856	Valparaíso	05	Antioquia	 105 	 113 	 167 
05858	Vegachí	05	Antioquia	 106 	 109 	 111 
05861	Venecia	05	Antioquia	 156 	 178 	 189 
05873	Vigía del Fuerte	05	Antioquia	 46 	 49 	 54 
05885	Yalí	05	Antioquia	 68 	 67 	 76 
05887	Yarumal	05	Antioquia	 506 	 539 	 589 
05890	Yolombó	05	Antioquia	 194 	 208 	 234 
05893	Yondó	05	Antioquia	 672 	 819 	 955 
05895	Zaragoza	05	Antioquia	 513 	 400 	 418 
08001	Barranquilla	08	Atlántico	 23,044 	 24,412 	 25,775 
08078	Baranoa	08	Atlántico	 642 	 680 	 701 
08137	Campo de la Cruz	08	Atlántico	 91 	 98 	 102 
08141	Candelaria	08	Atlántico	 67 	 77 	 83 
08296	Galapa	08	Atlántico	 683 	 708 	 771 
08372	Juan de Acosta	08	Atlántico	 121 	 135 	 147 
08421	Luruaco	08	Atlántico	 158 	 169 	 177 
08433	Malambo	08	Atlántico	 1,590 	 1,728 	 1,896 
08436	Manatí	08	Atlántico	 102 	 123 	 130 
08520	Palmar de Varela	08	Atlántico	 136 	 153 	 160 
08549	Piojó	08	Atlántico	 32 	 35 	 35 
08558	Polonuevo	08	Atlántico	 127 	 132 	 146 
08560	Ponedera	08	Atlántico	 151 	 161 	 164 
08573	Puerto Colombia	08	Atlántico	 539 	 413 	 420 
08606	Repelón	08	Atlántico	 165 	 177 	 193 
08634	Sabanagrande	08	Atlántico	 259 	 254 	 277 
08638	Sabanalarga	08	Atlántico	 669 	 716 	 771 
08675	Santa Lucía	08	Atlántico	 59 	 63 	 67 
08685	Santo Tomás	08	Atlántico	 200 	 190 	 216 
08758	Soledad	08	Atlántico	 5,943 	 6,155 	 6,522 
08770	Suan	08	Atlántico	 51 	 52 	 56 
08832	Tubará	08	Atlántico	 86 	 95 	 112 
08849	Usiacurí	08	Atlántico	 55 	 57 	 60 
11001	Bogotá, D.C.	11	Bogotá, D. C.	 199,661 	 212,289 	 226,206 
13001	Cartagena de Indias	13	Bolívar	 18,443 	 19,901 	 21,080 
13006	Achí	13	Bolívar	 189 	 222 	 219 
13030	Altos del Rosario	13	Bolívar	 73 	 75 	 81 
13042	Arenal	13	Bolívar	 97 	 143 	 131 
13052	Arjona	13	Bolívar	 604 	 599 	 658 
13062	Arroyohondo	13	Bolívar	 59 	 65 	 66 
13074	Barranco de Loba	13	Bolívar	 101 	 126 	 113 
13140	Calamar	13	Bolívar	 156 	 169 	 176 
13160	Cantagallo	13	Bolívar	 411 	 457 	 564 
13188	Cicuco	13	Bolívar	 93 	 101 	 107 
13212	Córdoba	13	Bolívar	 91 	 102 	 103 
13222	Clemencia	13	Bolívar	 117 	 115 	 121 
13244	El Carmen de Bolívar	13	Bolívar	 526 	 554 	 620 
13248	El Guamo	13	Bolívar	 79 	 82 	 95 
13268	El Peñón	13	Bolívar	 67 	 73 	 76 
13300	Hatillo de Loba	13	Bolívar	 70 	 77 	 82 
13430	Magangué	13	Bolívar	 1,156 	 1,253 	 1,339 
13433	Mahates	13	Bolívar	 256 	 237 	 277 
13440	Margarita	13	Bolívar	 63 	 74 	 77 
13442	María La Baja	13	Bolívar	 369 	 477 	 435 
13458	Montecristo	13	Bolívar	 116 	 136 	 149 
13468	Mompós	13	Bolívar	 313 	 333 	 349 
13473	Morales	13	Bolívar	 221 	 190 	 184 
13490	Norosí	13	Bolívar	 59 	 98 	 135 
13549	Pinillos	13	Bolívar	 154 	 170 	 179 
13580	Regidor	13	Bolívar	 77 	 86 	 71 
13600	Río Viejo	13	Bolívar	 117 	 133 	 147 
13620	San Cristóbal	13	Bolívar	 36 	 38 	 39 
13647	San Estanislao	13	Bolívar	 107 	 116 	 125 
13650	San Fernando	13	Bolívar	 77 	 80 	 84 
13654	San Jacinto	13	Bolívar	 179 	 196 	 196 
13655	San Jacinto del Cauca	13	Bolívar	 113 	 108 	 107 
13657	San Juan Nepomuceno	13	Bolívar	 258 	 276 	 281 
13667	San Martín de Loba	13	Bolívar	 103 	 131 	 177 
13670	San Pablo	13	Bolívar	 297 	 362 	 365 
13673	Santa Catalina	13	Bolívar	 104 	 117 	 121 
13683	Santa Rosa	13	Bolívar	 137 	 147 	 159 
13688	Santa Rosa del Sur	13	Bolívar	 304 	 325 	 356 
13744	Simití	13	Bolívar	 391 	 337 	 296 
13760	Soplaviento	13	Bolívar	 48 	 52 	 55 
13780	Talaigua Nuevo	13	Bolívar	 101 	 111 	 117 
13810	Tiquisio	13	Bolívar	 142 	 146 	 173 
13836	Turbaco	13	Bolívar	 618 	 725 	 792 
13838	Turbaná	13	Bolívar	 100 	 118 	 121 
13873	Villanueva	13	Bolívar	 157 	 169 	 187 
13894	Zambrano	13	Bolívar	 102 	 99 	 106 
15001	Tunja	15	Boyacá	 3,091 	 3,305 	 3,628 
15022	Almeida	15	Boyacá	 17 	 18 	 19 
15047	Aquitania	15	Boyacá	 314 	 303 	 332 
15051	Arcabuco	15	Boyacá	 105 	 113 	 113 
15087	Belén	15	Boyacá	 102 	 97 	 94 
15090	Berbeo	15	Boyacá	 21 	 23 	 23 
15092	Betéitiva	15	Boyacá	 19 	 18 	 18 
15097	Boavita	15	Boyacá	 58 	 64 	 71 
15104	Boyacá	15	Boyacá	 125 	 123 	 132 
15106	Briceño	15	Boyacá	 37 	 45 	 40 
15109	Buenavista	15	Boyacá	 53 	 59 	 66 
15114	Busbanzá	15	Boyacá	 9 	 10 	 11 
15131	Caldas	15	Boyacá	 34 	 38 	 42 
15135	Campohermoso	15	Boyacá	 34 	 37 	 39 
15162	Cerinza	15	Boyacá	 29 	 31 	 33 
15172	Chinavita	15	Boyacá	 34 	 36 	 37 
15176	Chiquinquirá	15	Boyacá	 826 	 903 	 956 
15180	Chiscas	15	Boyacá	 37 	 37 	 40 
15183	Chita	15	Boyacá	 69 	 74 	 75 
15185	Chitaraque	15	Boyacá	 58 	 67 	 60 
15187	Chivatá	15	Boyacá	 39 	 42 	 46 
15189	Ciénega	15	Boyacá	 56 	 57 	 62 
15204	Cómbita	15	Boyacá	 140 	 148 	 156 
15212	Coper	15	Boyacá	 41 	 41 	 41 
15215	Corrales	15	Boyacá	 61 	 53 	 59 
15218	Covarachía	15	Boyacá	 25 	 31 	 37 
15223	Cubará	15	Boyacá	 59 	 60 	 64 
15224	Cucaita	15	Boyacá	 64 	 61 	 72 
15226	Cuítiva	15	Boyacá	 21 	 21 	 22 
15232	Chíquiza	15	Boyacá	 93 	 70 	 75 
15236	Chivor	15	Boyacá	 18 	 19 	 20 
15238	Duitama	15	Boyacá	 1,865 	 2,016 	 2,137 
15244	El Cocuy	15	Boyacá	 50 	 52 	 53 
15248	El Espino	15	Boyacá	 33 	 36 	 38 
15272	Firavitoba	15	Boyacá	 60 	 70 	 75 
15276	Floresta	15	Boyacá	 31 	 32 	 33 
15293	Gachantivá	15	Boyacá	 27 	 29 	 34 
15296	Gámeza	15	Boyacá	 56 	 61 	 55 
15299	Garagoa	15	Boyacá	 156 	 166 	 176 
15317	Guacamayas	15	Boyacá	 14 	 15 	 17 
15322	Guateque	15	Boyacá	 135 	 117 	 124 
15325	Guayatá	15	Boyacá	 59 	 59 	 62 
15332	Güicán de la Sierra	15	Boyacá	 49 	 50 	 52 
15362	Iza	15	Boyacá	 24 	 25 	 30 
15367	Jenesano	15	Boyacá	 85 	 95 	 130 
15368	Jericó	15	Boyacá	 43 	 45 	 48 
15377	Labranzagrande	15	Boyacá	 40 	 40 	 39 
15380	La Capilla	15	Boyacá	 37 	 39 	 44 
15401	La Victoria	15	Boyacá	 24 	 29 	 28 
15403	La Uvita	15	Boyacá	 31 	 33 	 39 
15425	Macanal	15	Boyacá	 46 	 49 	 53 
15442	Maripí	15	Boyacá	 74 	 76 	 82 
15455	Miraflores	15	Boyacá	 117 	 115 	 120 
15464	Mongua	15	Boyacá	 49 	 53 	 50 
15466	Monguí	15	Boyacá	 39 	 39 	 41 
15469	Moniquirá	15	Boyacá	 264 	 304 	 290 
15476	Motavita	15	Boyacá	 84 	 87 	 77 
15480	Muzo	15	Boyacá	 86 	 90 	 93 
15491	Nobsa	15	Boyacá	 1,597 	 1,338 	 1,388 
15494	Nuevo Colón	15	Boyacá	 109 	 109 	 101 
15500	Oicatá	15	Boyacá	 35 	 31 	 37 
