Código Municipio	Municipio 	Código Departamento	Departamento	 Actividades primarias * 	 Actividades secundarias ** 	 Actividades terciarias *** 	" Valor agregado
 "	Peso relativo municipal en el valor agregado departamental (%)
63212	Córdoba	63	Quindío	32	8	23	 63 	 0,9 
63272	Filandia	63	Quindío	101	26	84	 210 	 3,1 
63302	Génova	63	Quindío	50	13	44	 107 	 1,6 
63401	La Tebaida	63	Quindío	153	89	247	 489 	 7,2 
63470	Montenegro	63	Quindío	190	63	264	 517 	 7,7 
63548	Pijao	63	Quindío	53	13	39	 105 	 1,6 
63594	Quimbaya	63	Quindío	167	62	272	 501 	 7,4 
63690	Salento	63	Quindío	48	11	58	 117 	 1,7 
66001	Pereira	66	Risaralda	279	1,871	5,367	 7,517 	 58,8 
66045	Apía	66	Risaralda	69	16	101	 186 	 1,5 
66075	Balboa	66	Risaralda	53	183	46	 283 	 2,2 
66088	Belén de Umbría	66	Risaralda	119	29	180	 328 	 2,6 
66170	Dosquebradas	66	Risaralda	31	552	1,696	 2,279 	 17,8 
66318	Guática	66	Risaralda	55	11	72	 138 	 1,1 
66383	La Celia	66	Risaralda	38	9	53	 100 	 0,8 
66400	La Virginia	66	Risaralda	7	23	238	 269 	 2,1 
66440	Marsella	66	Risaralda	78	20	133	 230 	 1,8 
66456	Mistrató	66	Risaralda	25	12	86	 122 	 1,0 
66572	Pueblo Rico	66	Risaralda	17	14	76	 107 	 0,8 
66594	Quinchía	66	Risaralda	55	21	175	 251 	 2,0 
66682	Santa Rosa de Cabal	66	Risaralda	136	136	496	 767 	 6,0 
66687	Santuario	66	Risaralda	75	17	104	 196 	 1,5 
68001	Bucaramanga	68	Santander	24	3,184	9,368	 12,575 	 27,7 
68013	Aguada	68	Santander	2	2	11	 16 	 0,0 
68020	Albania	68	Santander	25	9	27	 61 	 0,1 
68051	Aratoca	68	Santander	34	38	125	 196 	 0,4 
68077	Barbosa	68	Santander	36	65	330	 432 	 0,9 
68079	Barichara	68	Santander	19	18	74	 110 	 0,2 
68081	Barrancabermeja	68	Santander	1,249	7,351	2,539	 11,140 	 24,5 
68092	Betulia	68	Santander	37	90	39	 166 	 0,4 
68101	Bolívar	68	Santander	44	20	74	 138 	 0,3 
68121	Cabrera	68	Santander	4	3	15	 22 	 0,0 
68132	California	68	Santander	1	2	14	 17 	 0,0 
68147	Capitanejo	68	Santander	9	8	40	 58 	 0,1 
68152	Carcasí	68	Santander	16	7	26	 49 	 0,1 
68160	Cepitá	68	Santander	3	2	9	 15 	 0,0 
68162	Cerrito	68	Santander	27	11	35	 73 	 0,2 
68167	Charalá	68	Santander	23	19	81	 123 	 0,3 
68169	Charta	68	Santander	10	4	16	 30 	 0,1 
68176	Chima	68	Santander	25	8	19	 52 	 0,1 
68179	Chipatá	68	Santander	16	8	30	 54 	 0,1 
68190	Cimitarra	68	Santander	107	176	378	 660 	 1,5 
68207	Concepción	68	Santander	30	11	32	 73 	 0,2 
68209	Confines	68	Santander	20	6	16	 43 	 0,1 
68211	Contratación	68	Santander	4	5	24	 34 	 0,1 
68217	Coromoro	68	Santander	18	9	37	 65 	 0,1 
68229	Curití	68	Santander	56	25	83	 164 	 0,4 
68235	El Carmen de Chucurí	68	Santander	100	32	109	 242 	 0,5 
68245	El Guacamayo	68	Santander	6	3	14	 23 	 0,1 
68250	El Peñón	68	Santander	7	6	26	 39 	 0,1 
68255	El Playón	68	Santander	56	24	85	 164 	 0,4 
68264	Encino	68	Santander	7	4	15	 25 	 0,1 
68266	Enciso	68	Santander	7	5	21	 33 	 0,1 
68271	Florián	68	Santander	26	10	34	 71 	 0,2 
68276	Floridablanca	68	Santander	66	976	2,784	 3,826 	 8,4 
68296	Galán	68	Santander	12	5	18	 34 	 0,1 
68298	Gámbita	68	Santander	6	6	28	 40 	 0,1 
68307	Girón	68	Santander	450	1,012	1,876	 3,338 	 7,3 
68318	Guaca	68	Santander	20	11	44	 75 	 0,2 
68320	Guadalupe	68	Santander	23	9	29	 61 	 0,1 
68322	Guapotá	68	Santander	13	5	15	 33 	 0,1 
68324	Guavatá	68	Santander	32	11	24	 66 	 0,1 
68327	Güepsa	68	Santander	4	6	31	 40 	 0,1 
68344	Hato	68	Santander	10	4	15	 28 	 0,1 
68368	Jesús María	68	Santander	8	5	22	 35 	 0,1 
68370	Jordán	68	Santander	2	3	7	 11 	 0,0 
68377	La Belleza	68	Santander	10	11	53	 74 	 0,2 
68385	Landázuri	68	Santander	49	23	86	 159 	 0,3 
68397	La Paz	68	Santander	9	8	38	 55 	 0,1 
68406	Lebrija	68	Santander	905	279	335	 1,519 	 3,3 
68418	Los Santos	68	Santander	134	41	108	 284 	 0,6 
68425	Macaravita	68	Santander	4	3	13	 20 	 0,0 
68432	Málaga	68	Santander	4	28	157	 188 	 0,4 
68444	Matanza	68	Santander	19	8	30	 58 	 0,1 
68464	Mogotes	68	Santander	16	14	65	 95 	 0,2 
68468	Molagavita	68	Santander	10	7	29	 46 	 0,1 
68498	Ocamonte	68	Santander	17	8	29	 54 	 0,1 
68500	Oiba	68	Santander	29	18	75	 121 	 0,3 
68502	Onzaga	68	Santander	5	6	31	 43 	 0,1 
68522	Palmar	68	Santander	3	3	16	 22 	 0,0 
68524	Palmas del Socorro	68	Santander	35	9	16	 59 	 0,1 
68533	Páramo	68	Santander	95	20	26	 141 	 0,3 
68547	Piedecuesta	68	Santander	312	531	1,524	 2,367 	 5,2 
68549	Pinchote	68	Santander	35	12	37	 84 	 0,2 
68572	Puente Nacional	68	Santander	24	19	90	 133 	 0,3 
68573	Puerto Parra	68	Santander	27	15	63	 105 	 0,2 
68575	Puerto Wilches	68	Santander	336	180	256	 772 	 1,7 
68615	Rionegro	68	Santander	444	93	194	 731 	 1,6 
68655	Sabana de Torres	68	Santander	374	61	182	 616 	 1,4 
68669	San Andrés	68	Santander	25	13	52	 90 	 0,2 
68673	San Benito	68	Santander	14	6	20	 39 	 0,1 
68679	San Gil	68	Santander	51	121	548	 720 	 1,6 
68682	San Joaquín	68	Santander	2	3	17	 22 	 0,0 
68684	San José de Miranda	68	Santander	4	5	25	 34 	 0,1 
68686	San Miguel	68	Santander	5	4	15	 24 	 0,1 
68689	San Vicente de Chucurí	68	Santander	309	78	234	 621 	 1,4 
68705	Santa Bárbara	68	Santander	12	6	26	 45 	 0,1 
68720	Santa Helena del Opón	68	Santander	14	8	32	 54 	 0,1 
68745	Simacota	68	Santander	40	15	47	 102 	 0,2 
68755	Socorro	68	Santander	73	62	282	 417 	 0,9 
68770	Suaita	68	Santander	51	21	75	 147 	 0,3 
68773	Sucre	68	Santander	18	11	47	 77 	 0,2 
68780	Suratá	68	Santander	6	5	21	 31 	 0,1 
68820	Tona	68	Santander	85	23	50	 158 	 0,3 
68855	Valle de San José	68	Santander	51	16	41	 108 	 0,2 
68861	Vélez	68	Santander	34	35	145	 214 	 0,5 
68867	Vetas	68	Santander	5	3	16	 25 	 0,1 
68872	Villanueva	68	Santander	15	20	41	 75 	 0,2 
68895	Zapatoca	68	Santander	43	20	71	 134 	 0,3 
70001	Sincelejo	70	Sucre	24	434	2,424	 2,882 	 42,3 
70110	Buenavista	70	Sucre	11	8	57	 76 	 1,1 
70124	Caimito	70	Sucre	22	8	47	 77 	 1,1 
70204	Colosó	70	Sucre	13	4	20	 37 	 0,5 
70215	Corozal	70	Sucre	31	64	244	 339 	 5,0 
70221	Coveñas	70	Sucre	5	18	141	 164 	 2,4 
70230	Chalán	70	Sucre	6	3	16	 24 	 0,4 
70233	El Roble	70	Sucre	12	5	29	 46 	 0,7 
70235	Galeras	70	Sucre	31	14	75	 120 	 1,8 
70265	Guaranda	70	Sucre	56	15	61	 132 	 1,9 
70400	La Unión	70	Sucre	26	7	37	 70 	 1,0 
70418	Los Palmitos	70	Sucre	20	11	72	 103 	 1,5 
70429	Majagual	70	Sucre	84	25	119	 227 	 3,3 
70473	Morroa	70	Sucre	18	9	54	 81 	 1,2 
70508	Ovejas	70	Sucre	29	26	70	 125 	 1,8 
70523	Palmito	70	Sucre	16	8	47	 71 	 1,0 
70670	Sampués	70	Sucre	14	21	146	 181 	 2,7 
70678	San Benito Abad	70	Sucre	52	16	79	 147 	 2,2 
70702	San Juan de Betulia	70	Sucre	21	9	48	 78 	 1,1 
70708	San Marcos	70	Sucre	47	89	232	 369 	 5,4 
70713	San Onofre	70	Sucre	35	26	179	 241 	 3,5 
70717	San Pedro	70	Sucre	44	11	63	 118 	 1,7 
70742	San Luis de Sincé	70	Sucre	35	20	121	 176 	 2,6 
70771	Sucre	70	Sucre	40	14	77	 132 	 1,9 
70820	Santiago de Tolú	70	Sucre	18	26	191	 235 	 3,5 
70823	Tolú Viejo	70	Sucre	17	458	82	 558 	 8,2 
73001	Ibagué	73	Tolima	376	1,665	5,269	 7,311 	 41,6 
73024	Alpujarra	73	Tolima	38	7	23	 68 	 0,4 
73026	Alvarado	73	Tolima	63	18	58	 140 	 0,8 
73030	Ambalema	73	Tolima	52	10	37	 99 	 0,6 
73043	Anzoátegui	73	Tolima	41	12	68	 122 	 0,7 
73055	Armero	73	Tolima	63	14	61	 137 	 0,8 
73067	Ataco	73	Tolima	96	21	95	 213 	 1,2 
73124	Cajamarca	73	Tolima	58	29	107	 194 	 1,1 
73148	Carmen de Apicalá	73	Tolima	6	10	82	 97 	 0,6 
73152	Casabianca	73	Tolima	38	7	29	 74 	 0,4 
73168	Chaparral	73	Tolima	97	81	266	 444 	 2,5 
73200	Coello	73	Tolima	32	192	50	 274 	 1,6 
73217	Coyaima	73	Tolima	20	14	113	 147 	 0,8 
73226	Cunday	73	Tolima	72	13	42	 127 	 0,7 
73236	Dolores	73	Tolima	34	8	42	 84 	 0,5 
73268	Espinal	73	Tolima	307	707	804	 1,818 	 10,3 
73270	Falan	73	Tolima	55	10	38	 103 	 0,6 
73275	Flandes	73	Tolima	25	44	195	 264 	 1,5 
73283	Fresno	73	Tolima	156	37	164	 357 	 2,0 
73319	Guamo	73	Tolima	148	33	146	 327 	 1,9 
73347	Herveo	73	Tolima	34	9	41	 84 	 0,5 
73349	Honda	73	Tolima	13	21	162	 196 	 1,1 
73352	Icononzo	73	Tolima	32	9	53	 94 	 0,5 
73408	Lérida	73	Tolima	59	80	99	 237 	 1,3 
73411	Líbano	73	Tolima	112	39	245	 397 	 2,3 
73443	San Sebastián de Mariquita	73	Tolima	49	148	235	 432 	 2,5 
73449	Melgar	73	Tolima	285	41	349	 674 	 3,8 
73461	Murillo	73	Tolima	13	5	26	 45 	 0,3 
73483	Natagaima	73	Tolima	34	14	88	 136 	 0,8 
73504	Ortega	73	Tolima	82	24	134	 240 	 1,4 
73520	Palocabildo	73	Tolima	31	8	44	 83 	 0,5 
73547	Piedras	73	Tolima	128	13	31	 172 	 1,0 
73555	Planadas	73	Tolima	148	31	130	 308 	 1,8 
73563	Prado	73	Tolima	51	11	59	 121 	 0,7 
73585	Purificación	73	Tolima	178	90	158	 426 	 2,4 
73616	Rioblanco	73	Tolima	61	18	103	 182 	 1,0 
73622	Roncesvalles	73	Tolima	23	8	45	 76 	 0,4 
73624	Rovira	73	Tolima	80	20	100	 199 	 1,1 
73671	Saldaña	73	Tolima	109	69	83	 262 	 1,5 
73675	San Antonio	73	Tolima	38	12	66	 115 	 0,7 
73678	San Luis	73	Tolima	45	13	73	 131 	 0,7 
73686	Santa Isabel	73	Tolima	40	7	31	 79 	 0,4 
73770	Suárez	73	Tolima	11	4	22	 36 	 0,2 
73854	Valle de San Juan	73	Tolima	35	7	27	 69 	 0,4 
73861	Venadillo	73	Tolima	53	101	96	 250 	 1,4 
73870	Villahermosa	73	Tolima	38	10	48	 96 	 0,5 
73873	Villarrica	73	Tolima	22	5	24	 51 	 0,3 
76001	Cali	76	Valle Del Cauca	97	5,110	30,719	 35,926 	 46,6 
76020	Alcalá	76	Valle Del Cauca	67	10	124	 202 	 0,3 
76036	Andalucía	76	Valle Del Cauca	80	28	136	 243 	 0,3 
76041	Ansermanuevo	76	Valle Del Cauca	108	15	124	 247 	 0,3 
76054	Argelia	76	Valle Del Cauca	34	4	35	 73 	 0,1 
76100	Bolívar	76	Valle Del Cauca	79	9	78	 166 	 0,2 
76109	Buenaventura	76	Valle Del Cauca	159	355	3,566	 4,080 	 5,3 
76111	Guadalajara de Buga	76	Valle Del Cauca	234	1,136	1,272	 2,642 	 3,4 
76113	Bugalagrande	76	Valle Del Cauca	130	479	198	 807 	 1,0 
76122	Caicedonia	76	Valle Del Cauca	202	29	249	 480 	 0,6 
76126	Calima	76	Valle Del Cauca	23	13	165	 202 	 0,3 
76130	Candelaria	76	Valle Del Cauca	424	823	857	 2,104 	 2,7 
76147	Cartago	76	Valle Del Cauca	134	559	1,264	 1,957 	 2,5 
76233	Dagua	76	Valle Del Cauca	232	79	262	 573 	 0,7 
76243	El Águila	76	Valle Del Cauca	60	7	68	 135 	 0,2 
76246	El Cairo	76	Valle Del Cauca	86	8	52	 146 	 0,2 
76248	El Cerrito	76	Valle Del Cauca	212	317	487	 1,017 	 1,3 
76250	El Dovio	76	Valle Del Cauca	33	8	65	 106 	 0,1 
76275	Florida	76	Valle Del Cauca	113	51	430	 595 	 0,8 
76306	Ginebra	76	Valle Del Cauca	94	64	168	 326 	 0,4 
76318	Guacarí	76	Valle Del Cauca	189	26	244	 459 	 0,6 
76364	Jamundí	76	Valle Del Cauca	205	349	1,275	 1,829 	 2,4 
76377	La Cumbre	76	Valle Del Cauca	34	9	77	 120 	 0,2 
76400	La Unión	76	Valle Del Cauca	114	27	253	 394 	 0,5 
76403	La Victoria	76	Valle Del Cauca	67	9	89	 164 	 0,2 
76497	Obando	76	Valle Del Cauca	125	13	115	 252 	 0,3 
76520	Palmira	76	Valle Del Cauca	537	2,566	3,386	 6,490 	 8,4 
76563	Pradera	76	Valle Del Cauca	146	216	395	 757 	 1,0 
76606	Restrepo	76	Valle Del Cauca	117	18	165	 300 	 0,4 
76616	Riofrío	76	Valle Del Cauca	111	72	103	 286 	 0,4 
76622	Roldanillo	76	Valle Del Cauca	101	23	237	 361 	 0,5 
76670	San Pedro	76	Valle Del Cauca	226	32	120	 378 	 0,5 
76736	Sevilla	76	Valle Del Cauca	238	33	319	 590 	 0,8 
76823	Toro	76	Valle Del Cauca	48	9	103	 160 	 0,2 
76828	Trujillo	76	Valle Del Cauca	97	13	117	 227 	 0,3 
76834	Tuluá	76	Valle Del Cauca	217	418	2,378	 3,012 	 3,9 
76845	Ulloa	76	Valle Del Cauca	35	4	39	 78 	 0,1 
76863	Versalles	76	Valle Del Cauca	24	9	50	 83 	 0,1 
76869	Vijes	76	Valle Del Cauca	69	11	94	 174 	 0,2 
76890	Yotoco	76	Valle Del Cauca	102	76	131	 309 	 0,4 
76892	Yumbo	76	Valle Del Cauca	33	4,927	2,775	 7,735 	 10,0 
76895	Zarzal	76	Valle Del Cauca	78	489	394	 961 	 1,2 
81001	Arauca	81	Arauca	994	98	617	 1,709 	 42,1 
81065	Arauquita	81	Arauca	505	51	194	 750 	 18,5 
81220	Cravo Norte	81	Arauca	16	5	19	 40 	 1,0 
81300	Fortul	81	Arauca	64	22	109	 195 	 4,8 
81591	Puerto Rondón	81	Arauca	33	7	20	 60 	 1,5 
81736	Saravena	81	Arauca	116	52	281	 449 	 11,1 
81794	Tame	81	Arauca	353	229	273	 854 	 21,1 
85001	Yopal	85	Casanare	1,324	402	2,215	 3,941 	 35,0 
85010	Aguazul	85	Casanare	1,180	104	424	 1,708 	 15,2 
85015	Chámeza	85	Casanare	4	3	24	 30 	 0,3 
85125	Hato Corozal	85	Casanare	76	16	108	 201 	 1,8 
85136	La Salina	85	Casanare	1	1	13	 14 	 0,1 
85139	Maní	85	Casanare	343	30	138	 511 	 4,5 
85162	Monterrey	85	Casanare	38	17	154	 208 	 1,8 
85225	Nunchía	85	Casanare	88	18	111	 216 	 1,9 
85230	Orocué	85	Casanare	454	60	95	 608 	 5,4 
85250	Paz de Ariporo	85	Casanare	393	46	282	 721 	 6,4 
85263	Pore	85	Casanare	46	11	77	 135 	 1,2 
85279	Recetor	85	Casanare	3	3	32	 38 	 0,3 
85300	Sabanalarga	85	Casanare	5	4	42	 52 	 0,5 
85315	Sácama	85	Casanare	2	2	18	 22 	 0,2 
85325	San Luis de Palenque	85	Casanare	394	21	74	 489 	 4,3 
85400	Támara	85	Casanare	33	8	59	 100 	 0,9 
85410	Tauramena	85	Casanare	929	34	245	 1,208 	 10,7 
85430	Trinidad	85	Casanare	221	25	134	 379 	 3,4 
85440	Villanueva	85	Casanare	306	111	270	 686 	 6,1 
86001	Mocoa	86	Putumayo	184	62	366	 611 	 19,1 
86219	Colón	86	Putumayo	2	4	22	 28 	 0,9 
86320	Orito	86	Putumayo	152	74	275	 501 	 15,7 
86568	Puerto Asís	86	Putumayo	232	74	398	 703 	 22,0 
86569	Puerto Caicedo	86	Putumayo	16	9	47	 72 	 2,3 
86571	Puerto Guzmán	86	Putumayo	54	22	86	 162 	 5,1 
86573	Puerto Leguízamo	86	Putumayo	28	16	71	 115 	 3,6 
86749	Sibundoy	86	Putumayo	11	13	67	 91 	 2,8 
86755	San Francisco	86	Putumayo	3	4	23	 30 	 0,9 
86757	San Miguel	86	Putumayo	62	16	84	 161 	 5,1 
86760	Santiago	86	Putumayo	12	8	35	 56 	 1,7 
86865	Valle del Guamuez	86	Putumayo	34	29	160	 223 	 7,0 
86885	Villagarzón	86	Putumayo	330	17	96	 442 	 13,8 
88001	San Andrés	88	San Andrés, Providencia y Santa Catalina (Archipiélago)	14	60	1,076	 1,150 	 92,3 
88564	Providencia	88	San Andrés, Providencia y Santa Catalina (Archipiélago)	5	4	87	 96 	 7,7 
91001	Leticia	91	Amazonas	61	39	369	 470 	 74,5 
91263	El Encanto	91	Amazonas	0	1	11	 12 	 1,9 
91405	La Chorrera	91	Amazonas	0	1	9	 10 	 1,5 
91407	La Pedrera	91	Amazonas	1	1	13	 15 	 2,3 
91430	La Victoria	91	Amazonas	0	0	2	 3 	 0,5 
91460	Mirití - Paraná	91	Amazonas	1	0	4	 5 	 0,7 
91530	Puerto Alegría	91	Amazonas	1	0	4	 5 	 0,9 
91536	Puerto Arica	91	Amazonas	0	0	4	 4 	 0,6 
91540	Puerto Nariño	91	Amazonas	43	5	37	 84 	 13,4 
91669	Puerto Santander	91	Amazonas	1	1	8	 9 	 1,4 
91798	Tarapacá	91	Amazonas	2	1	12	 15 	 2,3 
94001	Inírida	94	Guainía	46	44	154	 244 	 75,7 
94343	Barranco Minas	94	Guainía	12	5	11	 27 	 8,3 
94663	Mapiripana	94	Guainía	1	1	6	 8 	 2,5 
94883	San Felipe	94	Guainía	2	1	4	 7 	 2,3 
94884	Puerto Colombia	94	Guainía	0	2	10	 12 	 3,8 
94885	La Guadalupe	94	Guainía	0	0	1	 1 	 0,3 
94886	Cacahual	94	Guainía	3	2	6	 11 	 3,5 
94887	Pana Pana	94	Guainía	0	1	7	 8 	 2,6 
94888	Morichal	94	Guainía	0	1	3	 3 	 1,0 
95001	San José del Guaviare	95	Guaviare	77	65	317	 459 	 66,1 
95015	Calamar	95	Guaviare	22	6	28	 56 	 8,1 
95025	El Retorno	95	Guaviare	47	15	65	 126 	 18,2 
95200	Miraflores	95	Guaviare	12	6	35	 52 	 7,6 
97001	Mitú	97	Vaupés	9	22	149	 180 	 74,0 
97161	Carurú	97	Vaupés	3	3	17	 22 	 9,2 
97511	Pacoa	97	Vaupés	0	2	14	 16 	 6,4 
97666	Taraira	97	Vaupés	8	2	9	 19 	 8,0 
97777	Papunahua	97	Vaupés	0	0	2	 2 	 0,9 
97889	Yavaraté	97	Vaupés	0	0	3	 3 	 1,4 
99001	Puerto Carreño	99	Vichada	8	13	101	 122 	 21,8 
99524	La Primavera	99	Vichada	34	9	46	 89 	 15,9 
99624	Santa Rosalía	99	Vichada	16	4	18	 38 	 6,8 
99773	Cumaribo	99	Vichada	140	34	136	 310 	 55,5 
